Key,Value,Frequency
Summary,国内外を問わず、絵画や写真・工芸・絵本原画からアニメ・ファッションなど幅広いジャンルの展覧会を企画。年間通して文化性、話題性の高い展覧会を開催している。,18
Summary,京都駅ビルの東端にあるアクセス抜群の劇場施設。ミュージカル・コンサート・講演会など多目的に活用される。,18
Summary,東寺の塔頭の中でも最も格式の高い寺院。桃山時代書院造の客殿(国宝)は慶長10年(1605)の再建で、上段の間には宮本武蔵筆と伝えられる水墨画『鷲の図』がある。,2
Summary,高さ55mの五重塔(国宝)で知られる東寺の正式名は教王護国寺。平安遷都の際に創建された官寺を弘仁14年(823)に空海が嵯峨天皇より賜り、真言密教の根本道場とした。土一揆で伽藍のほとんどを焼失したが、室町末期～江戸初期にかけて再建。南大門(重要文化財)、金堂(国宝)、講堂(重要文化財)、食堂が一直線に並ぶ伽藍配置は創建当時の特徴を残す。講堂には空海の密教思想を表現し、曼荼羅を立体化した21体の仏像が並ぶ。宝物館は3月20日～5月25日と9月20日～11月25日のみ公開。,2
Summary,清和天皇の六男を父とする源経基を祀る。清和源氏の祖となる経基は、六男の六と天皇の孫の意で、六孫王と呼ばれ八代後に源頼朝が生まれる。,2
Summary,平安京を貫く朱雀[すざく]大路の正門として、延暦13年(794)の平安遷都の際に建造された丹塗りの楼門があった場所。天元3年(980)の暴風雨で倒壊し、その後平安京の衰退とともに荒廃した。その様子は『今昔物語集』や、芥川龍之介の小説『羅生門』にも描かれている。現在は児童公園の中に石碑が立つのみ。,2
Summary,京都の観光名所の1つ東寺から徒歩1分の距離に2021年オープンした「うたうプリン」は、まんまるプリンのかわいらしさと甘さをぐっとおさえた大人味のスイーツが人気。カフェでは、かわいらしい「うたうプリンパフェ」などのスイーツやフードメニューのすべてにドリンクが付いてコストパフォーマンスも高い。手土産にできる焼き菓子も充実。,2
Summary,京都駅前の便利な立地で、シネマコンプレックスやゆったり600席のフードコートなど約130店舗の専門店が入る。,2
Summary,封を開けた瞬間に香る鰹節のいい匂いに、こんないいダシなら、と俄然料理に意欲がわく無添加ダシパック。煮出すだけのお手軽さも良い。料亭並みの味を目指してみよう。おだしのパックじん(黄、7g×18パック)1404円。,2
Summary,大正元年(1912)に創業。よもぎ大福210円は、滋賀産羽二重餅米と北海道産小豆を使用。昔ながらの製法なので製造した翌日には固くなるが、あぶって食べればまた違った風味に。求肥にこし餡を包んだ東寺餅140円も人気がある。,2
Summary,京都駅からも近く交通の便がとても良い。大型店であり、取り扱っている商品数や種類が豊富。また、外国人観光客も多く訪れ、お土産として買い物する人も多い。,2
Summary,昭和3年建造の建物でいとなむ銭湯。柳行李のかごや木製ロッカーなど昭和の風情を色濃く残している。,2
Summary,貞治元年(1362)、権争の過中を出て禅の道に入った光厳天皇が庵を結んだのが始まり。仏殿、舎利殿が立つ境内は桜で埋まり、なかでも細い枝を幾重にも垂らす樹齢600年余の九重桜(天然記念物)は、特に美しい枝垂桜。このほか、江戸時代に京都御所左近の桜を株分けしたとされる左近桜、その美しさに感動して後水尾天皇が御車[みくるま]を返したとされる御車返しの桜もある。花の見頃は、4月中旬以降。10人以上の拝観は事前にFAXにて要申込み。,14
Summary,上桂川の流れに面した山間。緑豊かな森林に囲まれ、釣りや水遊びができる。大型のオートサイトはAC電源付きで広さも充分。場内の人工渓流では、夏季は魚のつかみ獲りも行われる。テント1張830円、オートキャンプ1区画5230円、コテージ1棟1万5710円。コテージはチェックイン14時、チェックアウト10時。オートキャンプはチェックイン12時、チェックアウト11時。デイキャンプはチェックイン8時30分、チェックアウト17時。,14
Summary,京都市右京区にある、きのこ狩りスポット。しいたけ、まいたけのほか、くりたけ、ひらたけ、なめこ、きくらげなど珍しい種類も。バーベキューやピザ作り体験、流しそうめん体験なども楽しめ様々なイベントも開催している。要予約。,14
Summary,入口を入ると、樹齢600年のやぐら杉のモニュメントが中央にそびえる。木の香りいっぱいの館内では、地元で採れた新鮮野菜や地域特産物、木製品を販売。特に人気は、ご当地ソフトとして、京北地域で採れた小豆や黒豆などを使用したソフトクリーム1個350円。,14
Summary,江戸初期創建の妙心寺の塔頭。ツツジの大刈込が美しい南庭と苔が見事な東庭など、創建時の枯山水庭園(史跡・名勝)がある。三畳台目で草庵風の茶室既白庵[きはくあん]は近江長浜城から移築されたものだ。,14
Summary,創建は文明11年(1479)、明応元年(1492)の2説あり、室町幕府の管領を務めた細川政元が建立した。天正年間(1573～92)に現在地に移転してから宿坊となっている。書院前にある枯山水庭園は、3つの石で三尊仏を表しているため、第2の本堂といわれる。4月下旬のキリシマツツジはみごと。宿坊があり人気を博している。,14
Summary,室町時代の創建。妙心寺にあり、如拙[じょせつ]の描いた国宝の『瓢鮎図[ひょうねんず]』を所蔵していることで有名だ。方丈の西庭(史跡・名勝)は狩野元信作と伝え、絵画的な構成の枯山水の名庭。昭和作庭の池泉廻遊式「余香苑」では、滝のせせらぎ・水琴窟・筧の水と3つの水の姿が楽しめる。,14
Summary,妙心寺境内の東側に位置。享禄4年(1531)、細川氏綱が父の菩提を弔うために建立。本堂前庭には、十数本の沙羅双樹の木があり、その花が美しい寺として知られる。見ごろとなる季節には、沙羅の花を愛でる会(6月15～30日)を開催。特別公開される。住職手作りの精進料理が食べられる宿坊としても有名。火・金曜には精進料理体験教室が開かれる。,14
Summary,仁和4年(888)、宇多天皇創建による門跡寺院で御室御所とも呼ばれた。現在は真言宗御室派の総本山。9万平方mもの広大な境内には、優美な金堂(国宝)をはじめ、二王門(重要文化財)や五重塔(重要文化財)などが点在。御所の名残りを留める仁和寺御殿、池泉式庭園もあって見どころ豊富だ。背丈の低い御室桜(名勝)は、京都随一の遅咲きとして有名。令和3年(2021)3月、仁和寺御所庭園は国の名勝指定となった。,14
Summary,平安初期の右大臣清原夏野[きよはらなつの]の山荘を、大治5年(1130)、鳥羽上皇の中宮待賢門院[たいけんもんいん]が復興。その後、応仁の乱などで荒廃したが、元和3年(1617)泉涌寺の照珍によって再建された。仏像・絵画・工芸に見るべきものが多い。特に、国指定重要文化財の藤原時代の本尊阿弥陀如来坐像は、光背や台座の蓮弁に華麗で繊細な彫刻が施されており見事。夏には約80種類のハスが咲き競う、ハスの寺としても有名で、国の特別名勝である日本最古の人工の滝「青女滝」の石組みも必見。,14
Summary,早咲きで知られる糸桜は、たおやかな枝ぶりのシダレザクラ。島の弁天さんと親しまれる寺。紅色の唐風山門、京都市内、南のはしにあたり、京都で一番早く桜が咲くので有名。3月24日頃～4月20日頃までいろんな桜が咲いている。,5
Summary,嘉祥3年(850)に文徳天皇によって創建されたが応仁の乱後荒廃した。しかし、寛文2年(1662)に再興。1本の釘も使っていない総欅造りの本堂に秘仏の歓喜天(聖天)と毘沙門天、弁財天という3体の福神を祭るため、地元の信仰を集めている。,5
Summary,元政[げんせい]上人が明暦元年(1655)に庵を結んだのが始まり。本堂は質素な茅葺き。元政は、もとは彦根藩の侍だったが、病弱のため26歳で出家、清貧の中で暮らし、寛文7年(1667)に母が87歳で他界した2カ月後、急逝した。,5
Summary,貞観4年(862)、境内に湧き出た水がたぐいまれに香り高く、また病に霊験があったことから「御香宮」と呼ばれたという。樹木に覆われた境内の一角に、「日本名水百選」に選ばれた御香水が湧き、これを求める人の列が絶えない。伏見城の大手門を移した表門(重要文化財)や華麗な本殿(重要文化財)、拝殿には桃山建築の特色が見られ、社務所裏には小堀遠州ゆかりの石庭がある。,5
Summary,薩摩藩主の島津義弘の希望により、出世大黒天を祀ったことが始まり。境内には寺田屋事件の九烈士の墓碑や、金運清水と呼ばれる井戸がある。,5
Summary,明暦元年(1655)、武士だった元政上人が草庵を結んだのが起こり。厄を取り除き、願い事を叶えてくれるそう。境内には銭洗辨財天が祀られている。,5
Summary,平安遷都以前から祀られている古社。勝運のご利益があるといわれる。5月5日の藤森祭に行われる駈馬[かけうま]神事は、勇壮で多くの参拝者が訪れる。近年は馬の社として有名で、騎手をはじめ、競馬関係者や競馬ファンの参拝も多い。,5
Summary,全国で約3万社を超える稲荷神社の総本宮。商売繁昌、五穀豊穣の神として有名。大鳥居をくぐると、天正17年(1589)に豊臣秀吉が寄進した朱塗りの楼門(重要文化財)がある。本殿(重要文化財)は、明応8年(1499)再興し檜皮葺き。本殿背後にある鳥居のトンネルをくぐれば奥社奉拝所。稲荷山への登り口である。高さ233mの山には、至る所にお塚があり、それを巡拝する「お山めぐり」は約4km、2時間ほどかかる。,5
Summary,境内にはソメイヨシノの他に墨染の地名の起こりと伝えられる、墨染桜がある。この墨染桜は、平安時代の歌人・上野峯雄が時の関白・藤原基経の死を悼み、「深草の野辺の桜し心あらば今年ばかりは墨染に咲け」と詠んだところ、桜が本当に薄墨色に咲いたという云われがある。花は小さく白色の単弁。現在は四代目が花を咲かせる。,5
Summary,明治天皇の御陵で、東西127m、南北155mにもわたる。上円下方の形で、それぞれ3段に築成。表面は小石に覆われ、周囲には2重の玉垣がある。陵内は広く、参道には玉砂利が敷かれ、木々が茂る大きな森になっていて、荘厳な雰囲気。明治天皇陵の東には、同形の昭憲皇太后伏見桃山東陵が並んでいる。,5
Summary,2カ所ある展望台からは京都市街を一望できる。桓武天皇平安京造営時に都の安泰を念じて将軍の像を埋めた大きな将軍塚があり、庭園は桜や桃が咲き乱れ、秋は紅葉が真紅に染まる。,2
Summary,赤穂藩家老・大石内蔵助は、吉良家の目を欺くためこの寺の境内に隠棲した。四十七士の木像や浅野長矩の位牌を祭り、討ち入りで使われた手槍なども保存している。内蔵助の念持仏だったという本尊不動明王像は毎年討ち入りをした12月14日から1月28日まで公開している。内蔵助の広大な屋敷跡全域に咲き誇る桜は圧巻。秋の見事な紅葉は、山科義士まつりの12月14日頃まで境内を鮮やかに彩る。通称「大石寺」。,2
Summary,醍醐天皇が母胤子の供養のため昌泰3年(900)に創建。天皇家や藤原家の帰依を受け門跡寺院として発展した。江戸時代初期の書院(重要文化財)は落ち着いた佇まいを見せる。前庭には水戸光圀が寄進したという、背が低く大きな笠を乗せた「勧修寺型」の灯籠があり、針状の葉をもつ推定樹齢750年のハイビャクシンが広がる。スイレンに彩られる氷室池を中心とする池泉舟遊式の広大な庭は、平安の昔を偲ばせる優雅さで迎えてくれる。平安時代には、この池に張る氷の厚さでその年の農作物の豊凶が占われたと伝わる。,2
Summary,平安時代を代表する女流歌人、小野小町の住居跡といわれる寺院。遅咲きの梅の名所としても名高く、楚々とした花に彩られる境内は、美貌で知られた歌人ゆかりの場所にふさわしい。寝殿造の本堂には阿弥陀如来坐像(重要文化財)が安置されている。また小町に寄せられた恋文を下張りにしたという文張[ふみはり]地蔵、片膝を立てて座る卒塔婆[そとば]小町坐像も祀る。小野小町が化粧に使ったという「化粧井」や、小町に届いた1000通もの恋文を埋めたという文塚が残る。,2
Summary,天台宗の門跡寺院であり、本尊の毘沙門天は京の七福神の一つに数えられる。創建は大宝3年(703)。かつては上京区出雲路にあったが、応仁の乱で廃絶。公海僧正が寛文5年(1665)にこの地に復興し、後西天皇の皇子が入寺して門跡寺院となった。円山応挙作の鯉の絵や、狩野益信作の宸殿の障壁画など見るべきものが多い。また枝垂桜、紅葉も美しい。,2
Summary,5世紀後半、筑紫日向の高千穂の峰の神跡を移して創建されたと伝わる。伊勢神宮と同様に外宮・内宮があり、京のお伊勢さんとして信仰されている。境内上の方「天の岩戸」は厄をくぐりぬけ、運が開けるという言い伝えがある。春の桜、ツツジなど四季を通じて楽しめ、特に秋の紅葉は隠れた名所として知られている。,2
Summary,山科地蔵は仁寿2年(852)小野篁公が作った六地蔵尊像の中の御一方だ。後に、西行法師、平清盛によって伏見大善寺から都の出入口6カ所に分置された。都の東の門番、東海道を守護する本尊として、旧東海道に面して建つ六角堂に安置している。霊像は、平安時代の作風と伝わり、境内の趣からは当時の様子がよく偲ばれる。時代を超えて変遷する事のない、生活と信仰の姿を感じる事が出来る。徳林庵は、南禅寺第260世住職雲英正怡禅師によって、天文19年(1550)に創建された臨済宗南禅寺派の寺院。山科地蔵尊を御守りしている。,2
Summary,天智天皇が奈良・飛鳥に日本初の水時計台を造ったことにちなみ、参道入口には石の日時計が立つ。参道を進むと拝所へ至る。天智天皇は大化の改新を断行、近江大津宮で天智7年(668)に即位。3年後に死去し、大化の改新のパートナー・中臣氏の邸宅があった山科に葬られたとされる。,2
Summary,琵琶湖の水を京都に引くため明治時代に掘削された琵琶湖疏水。このうち山科を通る疏水沿い3kmは遊歩道として整備されており、桜、紅葉が美しい。道沿いには樹木に覆われた天智天皇陵、安祥寺、少し足をのばせば毘沙門堂などもあってのんびり散策を楽しめる。,2
Summary,東山連峰の山頂付近を走り抜ける観光道路。清閑寺～将軍塚～九条山の全長3.5kmのコースで、途中の将軍塚展望台では京都市街を見渡すことができる。路線バスはないが、定期観光バスに展望台からの夜景を楽しむコースがある。,2
Summary,享保8年(1723)鳳潭上人が華厳宗再興を願って創建。飼育された鈴虫が一年中鳴くことから、別名鈴虫寺と呼ばれる。山門横に立つ草鞋を履いた幸福地蔵は、一つだけ願いを叶えてくれるという。僧侶による法話もある。,4
Summary,貞治6年(1367)に室町幕府管領の細川頼之が宗鏡禅師を招いて建立した臨済禅の寺院。勧請開山は夢窓国師、本尊は地蔵菩薩である。一休禅師が幼少時を過ごした寺でもある。境内が広く竹林で覆われていることから竹の寺とも称される。本堂北の方丈には平庭式枯山水庭園があり、羅漢に見立てられた16個の自然石が配されている。竹林以外は、境内一円鮮やかな苔に覆われている。楓が多いため、春は新緑、秋は紅葉が美しい。折々に、侘助椿や山茶花が彩りを添える。細川護熙元総理揮毫による書または画、何れかの襖を公開している。,4
Summary,松尾大社の境外摂社で、創建は顕宗天皇3年(487)と伝えられる京都有数の古社。本殿横にある月延石は、安産の御神徳があるとして信仰を集め、安産祈願に訪れる参拝者が多い。,4
Summary,渡月橋を見下ろす高台に建ち、「嵯峨の虚空蔵さん」と親しまれてきた。『枕草子』の「寺は」では「壺坂、笠置、法輪」と並び称せられ、院政期には多くの人々の信仰を集めて隆盛を誇った寺。現在は十三まいりで親しまれ、毎年4月13日、13歳になった子供が法輪寺の虚空蔵菩薩に智恵と福徳を授かりに行く。思い思いの1字を墨で書いて奉納した後、渡月橋を渡って帰る時に、後ろを振り返るとせっかく授かった智恵を返してしまうとの言い伝えがある。,4
Summary,法輪寺の境内に、一山の鎮守社として奉祀されている。毎年5月23日には電気関係者を中心とし、電電宮大祭が行われる。,4
Summary,大宝元年(701)、秦氏が創建したと伝える古社。酒の神として信仰を集めていて、境内には全国の酒造元から奉納された、こもかぶりの酒樽が並ぶ。祭神は大山昨神[おおやまぐいのかみ]で、社務所裏の神泉「亀の井」の水を仕込み水に加えるとお酒が腐らないといわれる。室町前期建造で、天文11年(1542)に大改修した本殿(重要文化財)は、松尾造といわれる三間社両流造。重森三玲氏作庭の松風苑は、磐座をイメージした上古の庭、鎌倉風の蓬莱の庭、平安風の曲水の庭と、趣を変えた3つの庭が見られる。,4
Summary,標高160mの岩田山の中腹にあり、約120頭ものニホン猿が生活をしている。園内はまさしく自然の猿の生息圏に入り込んだようで、仔猿たちを間近に見ることができる。,4
Summary,築70年の日本家屋を画家の雅龍大[みやびりゅうだい]が改築し、美術館として開館。館長の雅龍大と息子の雅龍山[みやびりゅうざん]の洋画・水墨画など20数点を常時展示しており、新作が描き上がれば不定期に作品の入れ替えが行われる。着物レンタル着付のコーナー「遊月」もあり、着物に着替えて京都散策もできる。着物の持ち込みも可。着物は要予約。,4
Summary,牛にこだわり尽くしたステーキハウスだけあり、兵庫県但馬の優秀な子牛を鈴鹿山系近江の牧場で30カ月以上肥育した未経産牛のみを使用する。小豆色をした肉は照りと粘りが美しく、自然な霜降りなので胃もたれせずに食べられると評判だ。昭和51年(1976)の創業以来、遠方からも熱心なファンが通い詰める、肉好きの間では知らぬ者のない名店。,4
Summary,和空間で味わうソースと相性抜群の食感の生麺に厳選素材を鎌倉流にアレンジした絶品パスタ。和を基調とした、落ち着きのある空間でお箸で楽しめる。ソースと相性抜群のもちもち食感の生パスタで作ったメニューは、和・洋・季節限定の全35種類。遠赤外線オーブンで焼き上げた、焼き立てパンの食べ放題や、お得なセットメニューも用意。,4
Time,散策自由,46
Time,日出～日没,9
Time,社務所は9～17時,9
Time,境内自由,41
Time,参拝5時30分～17時(楼門内は8時～16時45分),9
Time,普茶料理12～15時、17～21時(拝観は13～22時),9
Time,9～17時(受付は～16時30分),9
Time,8時30分～17時,61
Time,9～17時,162
Time,9時30分～16時30分,12
Time,6時～日没,12
Time,特別拝観時受付10～16時,12
Time,8時～16時30分,12
Time,早朝～16時(寺の行事で変更の場合あり),12
Time,10～16時(受付～15時30分),12
Time,10～16時,61
Time,9～16時,88
Time,境内自由(社務所は9～17時),44
Time,9時30分～16時30分発 ※当日の状況により臨時便を運航する場合あり,22
Time,拝観9～16時,22
Time,参拝9時～16時30分,22
Time,9～16時(受付終了15時30分),22
Time,9～17時※懸想文は節分祭でのみ授与(9～20時),22
Time,8時30分～17時30分(11～2月は～16時30分、3月1～14日・10月1～31日は～17時),22
Time,7～19時(宝物公開は3月21日の10～16時のみ),35
Time,10～18時,35
Time,境内自由(寺務所は8～17時、冬期は～16時30分),35
Time,8～20時,35
Time,6～17時(宝物館は9～17時、最終受付16時30分),35
Time,8～19時,35
Time,店舗により異なる,35
Time,通行自由,37
Time,参拝は境内自由、但し宝物館は9～17時(入館は～16時30分),31
Time,9時30分～17時 ※入館は閉館30分前まで。特別展期間中は変更あり,31
Time,10～17時(最終受付16時30分),31
Time,9時30分～19時,31
Time,11時30分～14時30分、17時～21時30分,31
Time,10～17時(茶房は11時～14時30分、要予約),31
Time,12～15時(14時LO)、17～21時(19時30分LO),31
Time,境内自由(社務所は8時～16時30分),18
Time,境内自由、社務所は9～17時,18
Time,10時30分～21時(最終入場は20時30分),18
Time,入園自由,18
Time,10～18時(※季節により変動あり),18
Time,10～17時(入館は～16時30分),18
Time,10～20時(入館は閉館30分前)※百貨店の営業時間により変更の場合あり,18
Time,公演内容により異なる,18
Time,9～17時(受付～16時30分),2
Time,金堂・講堂8～17時(受付終了16時30分)、宝物館3月20日～5月25日と9月20日～11月25日の9～17時(受付終了16時30分),2
Time,見学自由,2
Time,11～17時(16時30分LO),2
Time,10～21時(飲食店は10～22時、シネマは9時～翌0時、スーパーマーケットKOHYOは9～22時),2
Time,9～18時(土曜は～16時),2
Time,7時～18時30分,2
Time,10～21時,2
Time,16～23時,2
Time,9～18時,14
Time,9～17時(冬期は～16時30分),14
Time,特別拝観日のみ境内自由。普段は拝観不可,14
Time,9～17時(12～2月は～16時30分)、最終受付は終了30分前,14
Time,日中随時,5
Time,庭園は9～16時,5
Time,8時30分～16時30分(授与所),5
Time,9～17時(受付は30分前まで),2
Time,9時～16時30分,4
Time,9～17時(12月～2月末頃は～16時30分),2
Time,境内自由(六地蔵巡り8月22日翌0時～23日22時までは開堂の上参拝可能。毎月24日地蔵会10～12時御開帳),2
Time,9時～16時30分(最終入山16時10分)、方丈閉場16時20分,4
Time,5～18時(庭園は9～16時),4
Time,9時～16時30分(11月中旬～3月中旬は～16時),4
Time,10時～17時30分,4
Time,11時30分～13時30分LO、17時～20時30分LO,4
Time,11～22時(21時30分LO),4
Closed,無休,771
Closed,境内自由,79
Closed,無休(法要時休業の時あり),9
Closed,無休(行事で拝観できない場合あり),9
Closed,秋の特別拝観中、10月18～21日拝観休止,12
Closed,無休(寺の行事等の都合で予定なく拝観休止の場合がある),12
Closed,要問合せ,12
Closed,12月31日、1月1日、2月1日～2月9日,12
Closed,境内自由(社務所は9～17時),22
Closed,運航期間：3月18日～4月13日,22
Closed,不定休(参拝は自由、拝観・見学は秋の特別公開時のみ),22
Closed,不定休(行事等により規制あり),22
Closed,境内自由(社務所は無休),22
Closed,展示替え日,35
Closed,店舗により異なる,35
Closed,1・5・9月の各21日の午後、12月31日,31
Closed,月曜(祝日の場合は翌日)、年末年始、臨時休館あり,31
Closed,期間中の月曜(祝日の場合は開館)、4月1日～5月5日、10月1日～11月3日のみ開館,31
Closed,月曜(祝日の場合は翌日),31
Closed,不定休,96
Closed,水曜,31
Closed,境内自由(社務所は8時～16時30分),18
Closed,無休(施設点検、気象状況などで 臨時休業をする場合あり),18
Closed,水曜(祝日、春休み・夏休みは開館),18
Closed,月曜(祝日の場合は翌日)、7月19日～9月14日、12月16日～3月14日,18
Closed,無休(展示入替日は休業),18
Closed,公演内容により異なる,18
Closed,日曜、祝日、第2土曜,2
Closed,毎月6・16・26日(日曜、祝日の場合は営業し、翌日休業あり),2
Closed,木曜,2
Closed,水曜(祝日の場合は翌日),14
Closed,月曜(祝日の場合は翌平日),14
Closed,1月2日,14
Closed,無休、霊宝館は春・夏・秋・冬のみ公開(月曜定休、祝日の場合は営業),14
Closed,庭園は行事により休みあり,5
Closed,無休、ただし行事により拝観停止日あり,2
Closed,1月20日～2月10日の水・木曜は拝観休止,4
Closed,無休(大雨・大雪等、荒天の時は休園、要問合せ),4
Closed,月曜(祝日の場合は翌日)、夏期休業あり,4
Closed,火曜、第3月曜(祝日の場合は営業),4
Price,散策自由,46
Price,無料(カキツバタ開花時のみ志納金300円),9
Price,境内自由,366
Price,散策自由(カキツバタ見学の場合は育成協力金300円必要),9
Price,境内無料(特別参拝は500円),9
Price,拝観400円(紅葉時期は500円),9
Price,拝観400円(特別拝観時は500円),9
Price,拝観高校生以上400円、中学生300円、小学生200円,9
Price,境内無料,77
Price,境内自由(春と秋の特別拝観時は800円),12
Price,境内の人形塚は見学自由(3月1日～4月3日、11月1～30日の人形展は600円、人形供養3000円～),12
Price,拝観500円、春季特別寺宝展(毎年3月14日～4月15日)の際は1000円,12
Price,拝観500円、小中学生400円,12
Price,見学無料,22
Price,大人1500円、小学生800円、幼児(3歳以上)500円,22
Price,拝観無料,54
Price,境内自由(春・秋の特別公開時は有料あり),22
Price,参拝自由(拝観800円),22
Price,庭園拝観500円(境内自由)、秋の特別拝観1000円、3月の涅槃図公開時1000円(あられ付※変更の場合あり),22
Price,境内自由(神苑拝観600円),22
Price,境内自由(宝物館500円),35
Price,通行自由,35
Price,境内自由(宝物館は拝観300円),31
Price,拝観500円,71
Price,登拝100円,31
Price,一般700円、大学生350円、高校生以下および満18歳未満、満70歳以上、障害者とその介護者1名は無料 ※特別展は別料金,31
Price,入館300円,31
Price,入館大人900円、高・大学生500円、小・中学生300円,31
Price,舞妓プラン1万5000円～(税別),31
Price,展望室入室大人800円、高校生650円、小・中学生550円、幼児(3歳以上)150円,18
Price,無料(一部有料施設あり),18
Price,入館大人2200円、大学・高校生1700円、中・小学生1100円、幼児(3歳以上)700円,18
Price,一般1200円、高校・大学生1000円、小・中学生500円、3歳以上200円,18
Price,入館1000円(2階見学込みは1800円),18
Price,展示内容により異なる,18
Price,公演内容により異なる,18
Price,500円,2
Price,境内自由(金堂・講堂拝観500円、時期により異なる)、宝物館500円,2
Price,見学自由,2
Price,入館無料,2
Price,450円,2
Price,志納(500円ほど),14
Price,入場中学生以上310円、小学生200円,14
Price,入園無料、きのこ狩りは有料,14
Price,拝観400円,16
Price,拝観300円,14
Price,境内自由。御所庭園拝観800円、霊宝館拝観500円、御室花まつり期間中は伽藍特別入山500円,14
Price,拝観志納,5
Price,志納,5
Price,境内無料(庭園200円),5
Price,境内無料(紫陽花苑は入苑300円),5
Price,参観無料,5
Price,拝観大人500円、中・高生400円、小学生200円,2
Price,境内無料(本堂拝観500円),2
Price,境内自由(祈祷・供養は事前連絡が必要),2
Price,参拝無料,2
Price,通行無料,2
Price,境内無料(庭園500円),4
Price,高校生以上550円、4歳～中学生250円,4
Price,入館300円(コーヒーまたはお茶付き),4
Traffic1,京都市営地下鉄鞍馬口駅2番出口→徒歩15分。またはJR京都駅→市バス205系統で40分、バス停：船岡山下車、徒歩すぐ,9
Traffic1,京都市営地下鉄北山駅4番出口→市バス4系統で11分、バス停：上賀茂神社前下車、徒歩15分,18
Traffic1,JR二条駅→市バス46系統で15分、バス停：今宮神社前下車、徒歩すぐ,9
Traffic1,京都市営地下鉄北山駅4番出口→市バス4系統で11分、バス停：上賀茂神社前下車、徒歩すぐ。またはJR京都駅→市バス9系統で27分、バス停：上賀茂御薗橋下車、徒歩5分,9
Traffic1,京都市営地下鉄鞍馬口駅→徒歩3分,9
Traffic1,JR京都駅→京都市営バスA3のりばから206系統で38分、バス停：建勲神社前、または船岡山下車、徒歩9分。または京都市営地下鉄北大路駅→北大路バスターミナル青のりばから市営バス204・205・206系統で7分、バス停：建勲神社前、または船岡山下車、徒歩9分。または車30分,9
Traffic1,京都市営地下鉄北大路駅→市バス北1系統で15分、バス停：鷹峯源光庵前下車、徒歩すぐ。またはJR京都駅→市バス6系統で45分、バス停：鷹峯源光庵前下車、徒歩すぐ,9
Traffic1,京都市営地下鉄北大路駅→市バス北1系統で15分、バス停：鷹峯源光庵前下車、徒歩2分,9
Traffic1,JR京都駅→市バス9系統で1時間、バス停：神光院前下車、徒歩15分,9
Traffic1,京都市営地下鉄丸太町駅→徒歩7分,12
Traffic1,京都市営地下鉄鞍馬口駅1番出口→徒歩3分,12
Traffic1,京都市営地下鉄今出川駅3番出口→徒歩8分。または京阪出町柳駅→徒歩20分,12
Traffic1,京都市営地下鉄今出川駅4番出口→徒歩8分,12
Traffic1,京都市営地下鉄鞍馬口駅→徒歩10分,12
Traffic1,京都市営地下鉄今出川駅3番出口→徒歩10分,12
Traffic1,JR京都駅→市バス4・17・205系統で20分、バス停：府立医大病院前下車、徒歩3分,12
Traffic1,京都市営地下鉄鞍馬口駅2番出口→徒歩10分。または市バス9・12系統で、バス停：堀川之内下車、徒歩1分,12
Traffic1,JR京都駅→市バス9系統で25分、バス停：堀川寺之内下車、徒歩3分。または京都市営地下鉄鞍馬口駅2番出口→徒歩15分,12
Traffic1,JR京都駅→市バス4・17・205系統で15分、バス停：府立医大病院前下車、徒歩3分,12
Traffic1,京都市営地下鉄国際会館駅→京都バスで、バス停：大原駅下車、徒歩10分,22
Traffic1,京都市営地下鉄蹴上駅→徒歩3分,22
Traffic1,京都市営地下鉄蹴上駅1番出口→徒歩7分,22
Traffic1,京阪神宮丸太町駅→京都市バス、バス停：熊野神社前下車、徒歩すぐ。またはＪＲ京都駅→市バス206番で、バス停：熊野神社前下車、徒歩すぐ,22
Traffic1,京都市営地下鉄丸太町駅から徒歩3分のバス停：烏丸丸太町→京都市バス93系統・204系統で11分、バス停：岡崎道下車、徒歩10分。または京阪神宮丸太町駅→徒歩17分,22
Traffic1,京阪神宮丸太町駅→徒歩10分。またはＪＲ京都駅→市バス206系統で19分、バス停：熊野神社前下車、徒歩3分,22
Traffic1,JR京都駅→京都市バス5系統で38分、バス停：真如堂前下車、徒歩5分。または京都市バス5系統で39分、バス停：錦林車庫前下車、徒歩5分,22
Traffic1,JR京都駅→京都市営バス206系統、バス停：熊野神社前下車、徒歩5分,22
Traffic1,阪急京都河原町駅→市バス203系統で15分、バス停：岡崎神社前下車、徒歩すぐ,22
Traffic1,京都市営地下鉄東山駅1番出口→徒歩10分。またはJR京都駅→京都市バス5系統で32分、バス停：岡崎公園 美術館・平安神宮前下車、徒歩すぐ,22
Traffic1,京都市営地下鉄京都市役所前駅→徒歩4分,35
Traffic1,JR京都駅→市バス5・17系統で12分、バス停：河原町三条下車、徒歩5分。または京都市営地下鉄京都市役所前駅→徒歩5分,35
Traffic1,JR京都駅→市バス17・205系統で11分、バス停：四条河原町下車、徒歩5分,35
Traffic1,JR京都駅→市バス17・205系統で11分、バス停：四条河原町下車、徒歩2分,35
Traffic1,阪急京都河原町駅→徒歩5分,35
Traffic1,阪急京都河原町駅→徒歩3分,35
Traffic1,京都市営地下鉄京都市役所前駅→徒歩すぐ,35
Traffic1,京都市営地下鉄京都市役所前駅→徒歩3分,35
